학교,과목,학년(학년군),성취기준 코드,성취기준 내용
고등학교,화학,선택과목,[12화학02-02],"전기 음성도의 주기적 변화를 이해하고, 결합한 원소들의 전기 음성도 차이와 쌍극자 모멘트를 이용하여 결합의 극성을 판단할 수 있다. "
고등학교,화학,선택과목,[12화학02-03],"원자와 분자를 루이스 전자점식으로 표현하고, 전자쌍 반발 이론을 근거로 분자의 구조를 추론하여 모형으로 나타낼 수 있다. "
고등학교,화학,선택과목,[12화학02-04],"물질의 물리적, 화학적 성질을 분자의 구조와 연관 짓고, 이에 대한 호기심을 가질 수 있다. "
고등학교,화학,선택과목,[12화학03-01],가역 반응에서 나타나는 화학 평형 상태의 특징을 설명할 수 있다. 
고등학교,화학,선택과목,[12화학03-02],화학 반응에서 반응물과 생성물의 농도 자료를 통해 평형 상수의 의미를 설명할 수 있다. 
고등학교,화학,선택과목,[12화학03-03],"반응 지수의 의미를 알고, 이를 평형 상수와 비교하여 반응의 진행 방향을 예측할 수 있다. "
고등학교,화학,선택과목,[12화학03-04],"농도, 압력, 온도 변화에 따른 화학 평형의 이동을 이해하고, 이를 일상생활 속 현상을 설명하는 데 적용하여 화학의 유용함을 느낄 수 있다. "
고등학교,화학,선택과목,[12화학04-01],"물의 자동 이온화와 물의 이온화 상수를 이해하고, 수소 이온의 농도를 pH로 표현할 수 있다. "
고등학교,화학,선택과목,[12화학04-02],"몰 농도의 의미를 이해하고, 원하는 몰 농도의 용액을 만들 수 있다. "
고등학교,화학,선택과목,[12화학04-03],"중화 반응을 이해하고, 중화 반응에서의 양적 관계를 설명할 수 있다. "
고등학교,화학,선택과목,[12화학04-04],중화 적정 실험을 계획하고 수행하여 미지 시료의 농도를 찾을 수 있다. 
고등학교,생명과학,선택과목,[12생과01-01],생물 및 생명과학의 특성을 이해하고 생명과학의 성과를 협력적으로 소통할 수 있다. 
고등학교,생명과학,선택과목,[12생과01-02],세포에서부터 생태계까지 생명 시스템의 구성 단계의 특징을 바탕으로 체계적인 설명 자료를 만들 수 있다. 
고등학교,생명과학,선택과목,[12생과01-03],물질대사 과정에서의 에너지 전환 과정을 바탕으로 다양한 생명 활동에서의 에너지 사용을 추론할 수 있다. 
고등학교,생명과학,선택과목,[12생과01-04],"소화, 순환, 호흡, 배설의 기관계 통합적 작용을 사례를 들어 설명할 수 있다."
고등학교,생명과학,선택과목,[12생과01-05],물질대사 관련 질병 조사를 위한 방법을 고안하여 수행하고 대사성 질환을 예방하기 위한 올바른 생활 습관에 대해 토의하며 협력적으로 소통할 수 있다. 
고등학교,생명과학,선택과목,[12생과01-06],생태계의 구조를 이해하고 물질의 순환과 에너지의 흐름을 추론하여 생태계 구성 요소들의 중요성을 설명할 수 있다. 
고등학교,생명과학,선택과목,[12생과01-07],개체군과 군집의 특성을 이해하고 이들의 상호작용의 예를 조사하여 발표할 수 있다. 
고등학교,생명과학,선택과목,[12생과02-01],"신경 세포의 구조와 기능을 이해하고, 신경 세포에서의 전도 과정을 모식도로 표현할 수 있다. "
고등학교,생명과학,선택과목,[12생과02-02],"시냅스를 통한 신경 신호의 전달 과정을 이해하고, 약물이 시냅스 전달에 영향을 미치는 사례를 조사하여 발표할 수 있다. "
고등학교,생명과학,선택과목,[12생과02-03],사람 신경계의 구조와 기능을 이해하고 중추 신경계와 말초 신경계의 특징을 설명할 수 있다. 
고등학교,생명과학,선택과목,[12생과02-04],내분비계와 신경계 작용 원리와 상호작용의 이해를 바탕으로 우리 몸의 항상성이 유지되는 과정을 추론할 수 있다. 
고등학교,생명과학,선택과목,[12생과02-05],병원체의 종류와 특징을 이해하고 우리 몸의 방어 작용을 선천적 면역과 후천적 면역으로 구분하여 설명할 수 있다. 
고등학교,생명과학,선택과목,[12생과02-06],"항원 항체 반응의 특이성을 이해하고, 혈액의 응집 반응 원리를 이용하여 혈액형을 판정할 수 있다. "
고등학교,생명과학,선택과목,[12생과02-07],백신의 종류와 작용 원리를 조사하고 질병의 예방 측면에서 백신의 필요성을 인식하여 협력적으로 소통할 수 있다. 
고등학교,생명과학,선택과목,[12생과03-01],"염색체의 구조를 이해하고, DNA, 유전자의 관계를 설명할 수 있다. "
고등학교,생명과학,선택과목,[12생과03-02],"생식세포 형성과정을 체세포분열 과정과 비교하고, 생식세포 형성의 중요성을 생명의 연속성 및 다양성과 관련지어 추론할 수 있다. "
고등학교,생명과학,선택과목,[12생과03-03],"생물 진화의 원리를 이해하고, 생물 진화 연구의 다양한 사례를 조사하여 협력적으로 소통할 수 있다. "
고등학교,생명과학,선택과목,[12생과03-04],생물의 분류 체계를 바탕으로 각 분류군의 차이를 이해하고 생물군을 분류 체계에 따라 설명할 수 있다. 
고등학교,생명과학,선택과목,[12생과03-05],"동물과 식물 분류군의 특징을 문 수준에서 이해하고, 생물의 유연관계를 계통수로 나타낼 수 있다. "
고등학교,지구과학,선택과목,[12지구01-01],"해수의 물리적, 화학적 성질을 이해하고, 실측 자료를 활용하여 해수의 온도, 염분, 밀도, 용존 산소량 등의 분포를 분석·해석할 수 있다. "
고등학교,지구과학,선택과목,[12지구01-02],"심층 순환의 발생 원리와 분포를 알고, 표층 순환 및 기후변화의 관련성을 추론할 수 있다. "
고등학교,지구과학,선택과목,[12지구01-03],"중위도 저기압과 고기압이 통과할 때 날씨의 변화를 일기도, 위성 영상, 레이더 영상을 종합하여 예측할 수 있다. "
고등학교,지구과학,선택과목,[12지구01-04],"태풍의 발생, 이동, 소멸 과정 및 태풍 영향권에서 날씨를 예측하고, 뇌우, 집중호우, 폭설, 강풍, 황사 등 주요 악기상의 생성 메커니즘과 대처 방안을 제시할 수 있다. "
고등학교,지구과학,선택과목,[12지구01-05],"대기와 해양의 상호작용의 사례로서 해수의 용승과 침강, 엘니뇨-남방진동(ENSO)의 현상의 진행 과정 및 관련 현상을 설명할 수 있다. "
고등학교,지구과학,선택과목,[12지구01-06],"기후변화의 원인을 자연적 요인과 인위적 요인으로 구분하여 설명하고, 인간 활동에 의한 기후변화 문제를 과학적으로 해결하는 방법을 탐색할 수 있다. "
고등학교,지구과학,선택과목,[12지구02-01],"지층 형성의 선후 관계를 결정짓는 법칙들을 활용하여 상대 연령을 비교하고, 방사성 동위 원소를 이용한 광물의 절대 연령 자료로 암석의 절대 연령을 구할 수 있다. "
고등학교,지구과학,선택과목,[12지구02-02],"지질시대를 기(紀) 수준에서 구분하고, 지층과 화석을 통해 지질시대의 생물과 환경 변화를 해석할 수 있다. "
고등학교,지구과학,선택과목,[12지구02-03],"변동대에서 마그마가 생성되고, 그 조성에 따라 다양한 화성암이 생성됨을 설명할 수 있다. "
고등학교,지구과학,선택과목,[12지구02-04],"변성작용의 종류와 지각 변동에 따른 구조를 변동대와 관련지어 설명하고, 지구시스템에서 암석이 순환함을 추론할 수 있다. "
고등학교,지구과학,선택과목,[12지구02-05],"우리나라의 대표적인 지질공원의 지질학적 형성 과정을 추론하고, 지역사회와 함께하는 지질공원의 지속가능한 발전방안을 제안할 수 있다. "
고등학교,지구과학,선택과목,[12지구03-01],태양-지구-달 시스템에서의 식 현상을 이해하고 모형을 이용하여 태양계 행성의 겉보기 운동을 설명할 수 있다. 
고등학교,지구과학,선택과목,[12지구03-02],"별의 분광형 결정 및 별의 분류 과정을 이해하고, 흑체복사 법칙을 이용하여 별의 물리량을 추론할 수 있다. "
고등학교,지구과학,선택과목,[12지구03-03],다양한 질량을 가진 별의 진화 과정을 H-R도에 나타내고 해석할 수 있다. 
고등학교,지구과학,선택과목,[12지구03-04],허블의 은하 분류 체계에 따른 은하의 특징을 비교하고 외부은하의 자료를 이용하여 특이 은하의 관측적 특징을 추론할 수 있다. 
고등학교,지구과학,선택과목,[12지구03-05],허블-르메트르 법칙으로 우주의 팽창을 이해하고 우주의 진화에 대한 다양한 설명 체계의 의의를 현대 우주론의 관점에서 비교할 수 있다. 
고등학교,역학과 에너지,선택과목,[12역학01-01],물체에 작용하는 여러 가지 힘의 합력을 구하여 물체의 운동을 정량적으로 예측할 수 있다. 
고등학교,역학과 에너지,선택과목,[12역학01-02],"뉴턴 운동 법칙을 이용하여 물체의 포물선 운동을 정량적으로 설명하고, 포물선 운동에서의 역학적 에너지를 구할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학01-03],물체에 작용하는 힘의 방향에 따라 물체의 운동 방향이 변할 수 있음을 원운동 등 다양한 예를 들어 설명할 수 있다. 
고등학교,역학과 에너지,선택과목,[12역학01-04],"케플러 법칙으로부터 중력의 존재가 밝혀지는 과학사적 배경을 이해하고, 중력을 이용하여 인공위성과 행성의 운동을 분석하고 설명할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학01-05],"역학적 에너지 보존을 이용하여 행성에 따라 탈출 속도가 다름을 이해하고, 운동량 보존을 이용하여 우주선이 발사되어 궤도에 오르는 원리를 설명할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학01-06],"등가 원리와 시공간의 휘어짐으로 인해 블랙홀과 중력 시간 지연이 나타남을 이해하고, 일반 상대론에 흥미를 느낄 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학02-01],"건축을 포함한 다양한 열에너지 관련 기술에 단열, 열팽창 등이 활용된 예를 조사함으로써 과학의 유용성에 대한 가치를 인식할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학02-02],"열에 의한 물질의 상태 변화를 이해하고, 이상 기체의 온도, 압력, 부피의 관계를 설명할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학02-03],"계에 가해진 열이 계의 내부 에너지를 변화시키거나 외부에 일을 할 수 있음을 이해하고, 일상생활 속의 예를 찾음으로써 흥미를 느낄 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학02-04],"다양한 열기관에서의 순환 과정과 열효율을 설명하고, 열기관의 개발과 활용이 인류 공동체에 미친 영향을 산업발전과 환경 측면에서 평가할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학02-05],열의 이동 기체의 확산과 같은 비가역 현상을 엔트로피를 이용하여 설명할 수 있다.
고등학교,역학과 에너지,선택과목,[12역학03-01],"용수철 진자를 통해 단진동을 이해하고, 가속도와 변위 사이의 관계를 설명할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학03-02],"탄성파의 진행, 투과, 반사를 이해하고, 탄성파가 활용되는 예를 찾음으로써 과학의 유용성을 인식할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학03-03],도플러 효과를 이해하고 물체의 속도 측정 등 다양한 장치에 이용됨을 설명할 수 있다. 
고등학교,역학과 에너지,선택과목,[12역학03-04],"음향 장치 또는 실내외 공간에서의 소음 제어에 음파의 간섭이 활용됨을 이해하고, 실생활에 사용되는 사례를 조사할 수 있다. "
고등학교,역학과 에너지,선택과목,[12역학03-05],현악기 관악기 등에서 소리를 내는 원리를 정상파를 이용하여 설명할 수 있다.
고등학교,전자기와 양자,선택과목,[12전자01-01],"전하 주위의 전기장을 정량적으로 구하고, 전기력선과 등전위면으로부터 전기장의 세기와 방향을 추리할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자01-02],"정전기 유도와 유전분극을 설명하고, 일상생활에서 적용되는 예를 찾을 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자01-03],자기력선을 이용하여 전류가 흐르는 도선 주위의 자기장의 세기와 방향을 추리할 수 있다. 
고등학교,전자기와 양자,선택과목,[12전자01-04],로런츠 힘이 발생하는 조건을 알고 로런츠 힘과 관련된 현상과 기술을 설명할 수 있다.
고등학교,전자기와 양자,선택과목,[12전자01-05],"자기선속의 변화로 전자기 유도를 이해하고, 변압기, 인덕터 등 전자기 유도의 활용 기술을 설명할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자01-06],"저항, 축전기, 인덕터를 활용하는 장치를 찾아 에너지 관점에서 정성적으로 설명할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자01-07],"다이오드, 트랜지스터 등 반도체 소자를 활용하는 전자회로를 분석하고, 현대 문명에서 반도체의 중요성을 인식할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자02-01],"빛의 간섭과 회절을 알고, 홀로그램 등 현대의 정밀 기술에 활용되는 예를 찾을 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자02-02],렌즈와 거울을 이용한 광학 기기의 원리와 수차를 설명할 수 있다. 
고등학교,전자기와 양자,선택과목,[12전자02-03],"편광의 원리를 이해하고, 이를 활용한 디지털 정보 기술의 사례를 조사할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자02-04],"광전효과에서 빛과 물질이 상호작용하는 방식을 알고, 디지털 영상 정보, 광센서, 태양전지 등 광전효과와 관련된 다양한 기술을 조사할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자02-05],"레이저의 특징과 빛이 증폭되는 원리를 알고, 레이저가 디지털 광통신 등 여러 영역에서 활용됨을 조사하여 현대 문명에서 레이저의 중요성을 인식할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자03-01],"단일 양자 수준의 이중 슬릿 실험을 통해서 입자-파동 이중성을 확인하고, 단일 양자의 분포에 대한 실험 결과를 확률 파동의 간섭을 토대로 해석할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자03-02],"중첩과 측정을 통한 확률적 상태 변화를 이해하고, 이를 이용한 양자컴퓨터, 양자암호 통신 등의 양자 기술이 일상생활과 미래 사회에 미칠 영향을 인식할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자03-03],"터널 효과를 설명하고, 관련된 현상과 기술을 조사하여 발표할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자03-04],"현대의 원자모형을 불확정성 원리와 확률을 기반으로 설명하고, 보어의 원자모형과 비교할 수 있다. "
고등학교,전자기와 양자,선택과목,[12전자03-05],"별에서 핵융합에 의해 에너지가 생성되고 빛이 방출되는 원리를 알고, 별빛의 스펙트럼에 기반하여 별의 구성 원소를 추리할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에01-01],"기체의 온도, 압력, 부피, 몰수 사이의 관계를 통합적으로 이해하고, 이상 기체 방정식을 근사적으로 활용하는 사례를 조사하여 화학의 유용함을 인식할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에01-02],"혼합 기체의 부분 압력과 몰 분율의 관계를 알고, 일상생활에서 유용하게 사용되는 혼합 기체에 호기심을 가질 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에01-03],"물질이 액체로 존재할 수 있는 이유를 분자 간 상호작용으로 이해하고, 액체의 종류에 따라 끓는점이 달라짐을 설명할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에01-04],"고체를 결정과 비결정으로 구분하고, 결정성 고체를 화학 결합의 종류에 따라 분류할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에02-01],"다른 액체와 구별되는 물의 성질을 수소 결합으로 설명하고, 경이로운 물의 성질에 흥미를 느낄 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에02-02],"실험 데이터를 이용하여 용액의 농도에 따른 증기압, 끓는점, 어는점의 변화를 비교하고, 일상생활에서 나타나는 사례와 연관 지어 설명할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에02-03],"용액의 농도에 따른 삼투현상을 이해하고, 일상생활에서 삼투현상이 나타나는 사례를 찾아 화학 원리가 유용하게 적용됨을 인식할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에03-01],엔탈피의 의미를 알고 엔탈피를 이용하여 열화학 반응식을 표현할 수 있다.
고등학교,물질과 에너지,선택과목,[12물에03-02],측정하기 어려운 화학 반응의 엔탈피를 헤스 법칙으로 구하여 화학 법칙의 유용성을 인식할 수 있다. 
고등학교,물질과 에너지,선택과목,[12물에03-03],엔트로피의 의미를 이해하고 엔탈피와 엔트로피의 변화로 화학 변화의 자발성을 설명할 수 있다.
고등학교,물질과 에너지,선택과목,[12물에04-01],"화학 반응 속도를 반응물의 농도로 표현할 수 있음을 알고, 자료 해석을 통하여 반응 속도식을 구할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에04-02],"1차 반응의 반감기가 반응물의 농도에 의존하지 않음을 이해하고, 1차 반응의 반감기가 활용되는 사례를 조사·발표할 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에04-03],"화학 반응에서 유효 충돌과 활성화 에너지의 의미를 알고, 화학 반응이 일어나기 위한 조건에 관심을 가질 수 있다. "
고등학교,물질과 에너지,선택과목,[12물에04-04],"농도, 온도, 촉매에 따라 반응 속도가 달라짐을 이해하고, 일상생활에서 각각의 예를 찾아 화학의 유용성을 인식할 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응01-01],"브뢴스테드-라우리 산과 염기의 정의를 이해하고, 이에 따라 산과 염기를 구별할 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응01-02],"이온화 상수를 이용하여 산과 염기의 상대적인 세기를 추론하고, 약산과 약염기 수용액의 pH를 구할 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응01-03],중화 적정 실험의 pH 변화를 데이터에 근거하여 해석할 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응01-04],이온화 상수를 이용하여 염의 가수 분해를 설명할 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응01-05],"화학 평형으로 생체 내 완충 작용을 설명하고, 화학 원리의 신비로움을 느낄 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응02-01],"전자의 이동과 산화수 변화로 산화·환원 반응을 이해하고, 반쪽 반응식을 활용하여 산화·환원 반응식을 완성할 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응02-02],화학 전지의 발전 과정을 조사하여 실용 전지의 구조적 공통점을 추론할 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응02-03],"화학 전지의 원리를 산화·환원 반응으로 설명하고, 표준 환원 전위를 이용하여 전위차를 구할 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응02-04],"전기 분해의 원리를 산화·환원 반응으로 설명하고, 산업 현장에서 활용되는 전기 분해의 예를 조사하여 발표할 수 있다. "
고등학교,화학 반응의 세계,선택과목,[12반응02-05],생명 현상 및 화학 전지에서 이용되는 다양한 산화·환원 반응과 그 반응에 이용된 물질의 역할을 조사하여 화학의 신비로움을 느낄 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응03-01],일상생활에 유용한 탄소 화합물을 작용기에 따라 분류할 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응03-02],간단한 탄소 화합물의 화학 반응 예를 찾아 작용기의 변화로 설명할 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응03-03],단위체의 중합 반응으로 다양한 고분자가 합성되는 것을 이해하여 화학 반응의 유용성을 인식할 수 있다. 
고등학교,화학 반응의 세계,선택과목,[12반응03-04],탄소 화합물의 반응을 통해 합성된 새로운 물질이 과학·기술·사회 발전에 끼친 영향을 조사하여 화학의 유용성을 깨달을 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포01-01],탄수화물과 지질의 종류와 주요 기능을 이해하고 생물체에 들어있는 탄수화물과 지질을 관찰할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포01-02],핵산과 단백질의 기본 구조와 세포에서의 주요 기능을 조사하여 설명할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포01-03],"동물세포와 식물세포를 구성하는 세포 소기관의 구조와 기능을 이해하고, 세포 소기관들의 유기적 관계를 추론하여 협력적으로 소통할 수 있다. "
고등학교,세포와 물질대사,선택과목,[12세포01-04],원핵세포와 진핵세포의 공통점과 차이점을 설명할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포01-05],"세포막의 구조와 특성을 이해하고, 세포막을 통한 물질 수송 과정을 추론할 수 있다. "
고등학교,세포와 물질대사,선택과목,[12세포02-01],물질대사는 생명체에서 생명을 유지하기 위해 일어나는 화학 반응임을 이해하고 에너지의 출입이 동반됨을 추론할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포02-02],생명 활동에 필요한 에너지를 공급하는 과정에서 광합성과 세포호흡 그리고 ATP의 역할을 설명할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포02-03],효소의 종류와 특성을 이해하고 효소의 활성에 영향을 미치는 요인에 대한 실험을 설계하여 수행할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포02-04],"효소의 작용 기작을 이해하고, 생명체 내에서 일어나는 효소 작용의 중요성에 대해 다양한 매체를 활용하여 협력적으로 소통할 수 있다. "
고등학교,세포와 물질대사,선택과목,[12세포02-05],효소가 우리 생활이나 산업에 다양하게 이용되는 사례를 조사하여 발표할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-01],미토콘드리아의 구조를 이해하고 생명체 내에서의 미토콘드리아의 기능을 추론할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-02],세포호흡 과정의 단계별 특징을 다양한 매체를 활용하여 협력적으로 소통할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-03],세포호흡 과정에서의 인산화 과정을 기질 수준의 인산화와 산화적 인산화 과정으로 구분할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-04],"산소호흡과 발효의 공통점과 차이점을 이해하고, 실생활에서 발효를 이용한 사례 조사 계획을 세워 조사할 수 있다. "
고등학교,세포와 물질대사,선택과목,[12세포03-05],엽록체의 구조를 이해하고 기능과 관련지어 설명할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-06],광합성의 명반응과 탄소 고정반응을 단계별로 구분하여 특징을 이해하고 두 반응의 상호 관계를 추론할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-07],광합성과 세포호흡의 전자 전달계를 비교하여 공통점과 차이점을 다양한 매체를 활용하여 설명할 수 있다. 
고등학교,세포와 물질대사,선택과목,[12세포03-08],광합성 관련 과학사적 연구 결과를 조사하여 시각화 자료를 창의적으로 제작하여 협력적으로 소통할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전01-01],"유전 형질이 유전자를 통해 자손에게 유전됨을 이해하고, 상염색체 유전과 성염색체 유전 양상의 차이를 설명할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전01-02],"사람 유전 연구 방법의 어려움을 이해하고, 사람의 유전 현상 분석을 근거로 유전 형질의 유전적 특성을 추론할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전01-03],"사람의 다유전자유전에 대해 이해하고, 유전 현상의 다양성 사례를 조사하여 과학적 근거를 활용하여 협력적으로 소통할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전01-04],"염색체와 유전자 이상에 대해 이해하고, 사람의 유전병을 발병 원인별 조사 계획을 세워 조사할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전01-05],DNA의 구조와 유전물질 규명 관련 과학사적 연구 결과를 설명하기 위한 발표 자료를 창의적으로 제작할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전01-06],"원핵세포와 진핵세포의 유전자 구조와 유전체 구성을 이해하고, 공통점과 차이점을 비교하여 설명할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전01-07],반보존적 DNA 복제 과정을 이해하고 그 의미를 추론하여 협력적으로 소통할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전02-01],"전사와 번역 과정을 거쳐 유전자가 발현되는 중심원리를 이해하고, 모형을 이용하여 유전자 발현 과정을 설명할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전02-02],"유전 부호를 이해하고, 유전 부호 표를 사용하여 유전 정보를 해독할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전02-03],원핵생물과 진핵생물의 유전자 발현 조절 과정을 비교하기 위한 설명 자료를 다양한 매체를 활용하여 제작할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전02-04],생물의 발생 과정에서 세포 분화가 유전자 발현 조절 과정을 통해 일어남을 추론할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전02-05],생물의 유전자 발현 조절 및 발생에 대한 연구가 인류 복지에 기여한 사례를 조사하여 협력적으로 소통할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전03-01],생명공학기술 발달 과정에서의 주요 사건을 조사하고 다양한 매체를 활용하여 발표할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전03-02],"단일클론항체, 줄기세포, 유전자 편집 기술이 난치병 치료에 활용된 사례를 조사하고, 이러한 치료법의 전망에 대해 협력적으로 소통할 수 있다. "
고등학교,생물의 유전,선택과목,[12유전03-03],생명공학기술 관련 학문 분야를 이해하고 우리 생활과 산업에 활용 사례를 조사하여 창의적으로 설명 자료를 제작할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전03-04],유전자 변형 생물체(LMO)의 특징을 이해하고 인간과 생태계에 미치는 영향을 추론할 수 있다. 
고등학교,생물의 유전,선택과목,[12유전03-05],생명공학기술의 활용 과정에서 나타나는 문제점과 이에 대한 사회적 책임을 인식하고 생명윤리 쟁점에 대해 의사 결정할 수 있다. 
고등학교,지구시스템과학,선택과목,[12지시01-01],"지구의 탄생 이후 지구 대기, 원시 바다, 생명체 탄생 등의 과정을 통한 지구시스템 각 권역의 형성 과정을 추론할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시01-02],"지구시스템이 진화해온 역사에서 물, 탄소, 산소의 순환 과정을 통해 지권, 수권, 기권이 변화해 왔음을 추적할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시01-03],판구조론의 발달사와 관련지어 판을 움직이는 맨틀의 상부 운동과 플룸에 의한 구조 운동을 구분할 수 있다. 
고등학교,지구시스템과학,선택과목,[12지시01-04],암석의 순환 과정에서 화산 활동의 역할과 화산 활동으로 생성되는 암석의 특성을 추론할 수 있다. 
고등학교,지구시스템과학,선택과목,[12지시01-05],"지진파의 종류와 특성을 이해하고, 지진파를 이용하여 지구 내부구조를 알아내는 과정을 탐구할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시02-01],에크만 수송과 관련지어 지형류의 발생 원리를 설명할 수 있다. 
고등학교,지구시스템과학,선택과목,[12지시02-02],"해파의 발생 과정을 이해하고, 천해파와 심해파의 차이점을 비교·설명할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시02-03],해일이 발생하는 여러 가지 원인을 이해하고 피해 사례와 대처 방안을 제안할 수 있다.
고등학교,지구시스템과학,선택과목,[12지시02-04],조석의 발생 과정을 이해하고 자료 해석을 통해 각 지역에서의 조석 양상을 설명할 수 있다. 
고등학교,지구시스템과학,선택과목,[12지시03-01],"대기를 구성하는 기체들이 선택적 흡수체임을 이해하고, 온실효과 및 태양 자외선 차단 효과, 물의 존재 등으로 지구 생명체 존재 조건을 추론할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시03-02],지표와 대기의 열 출입과 관련된 물리 과정 및 전 지구 평균 열수지를 해석할 수 있다. 
고등학교,지구시스템과학,선택과목,[12지시03-03],"기온의 연직 분포와 대기의 안정도와의 관계를 이해하고, 단열변화를 통해 안개나 구름이 생성되는 과정 및 강수 과정을 분석할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시03-04],"기압의 연직 분포로 정역학적 균형을 이해하고, 대기 중 연직 운동의 발생 원인을 추론할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시03-05],"지균풍, 경도풍, 지상풍의 발생 원리와 관련된 힘의 작용을 설명할 수 있다. "
고등학교,지구시스템과학,선택과목,[12지시03-06],"행성파의 발달 과정을 이해하고, 지상 고·저기압 발달에서 편서풍 파동의 역할을 평가할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우01-01],"태양계 탐사선의 활동을 통해 알아낸 성과를 이해하고, 인공위성을 활용한 우주탐사의 필요성을 토론할 수 있다. "
고등학교,행성우주과학,선택과목,[12행우01-02],태양 활동 감시 시스템과 지구 접근 천체를 비롯한 지구를 위협하는 우주 위험 감시 기술의 중요성을 우주 재난 측면에서 인식할 수 있다. 
